id,client_order_id,created_at,updated_at,submitted_at,filled_at,expired_at,canceled_at,failed_at,replaced_at,replaced_by,replaces,asset_id,symbol,asset_class,notional,qty,filled_qty,filled_avg_price,order_class,order_type,type,side,time_in_force,limit_price,stop_price,status,extended_hours,legs,trail_percent,trail_price,hwm
db724988-4fa4-4dbc-a9e1-86830a9e5bd6,skybot1_TSMOM_V169621242,"05-17-2024, 19:44:22","05-17-2024, 19:44:23","05-17-2024, 19:44:22",2024-05-17 19:44:23.131269+00:00,,,,,,,0480660f-0584-4705-b421-25359177b2c9,HSBC,us_equity,,1,1,44.57,simple,market,market,sell,day,,,filled,False,[],,,
3c650966-920b-4b21-ada2-1a1217f5cd14,82552392-9ff0-4f90-b9e0-79819e56dd83,"05-17-2024, 19:42:49","05-17-2024, 19:42:49","05-17-2024, 19:42:49",2024-05-17 19:42:49.957012+00:00,,,,,,,1ce946a8-b5a2-49fa-a68f-2e24dd31b47a,HAL240524P00037000,us_option,,4,4,0.17,simple,limit,limit,buy,day,0.18,,filled,False,[],,,
9325c29d-e5ec-42ac-b757-b64664c1a4c5,9dbc7fd0-113b-4696-bc43-9bf95c379258,"05-17-2024, 19:41:10","05-17-2024, 19:41:13","05-17-2024, 19:41:10",2024-05-17 19:41:13.227159+00:00,,,,,,,b8dd0cc3-7658-4c38-9c06-215c3377956e,CSX,us_equity,,15,15,33.6,simple,market,market,buy,day,,,filled,False,[],,,
6e3a955d-752c-4594-99b1-c11f34bbf9d4,skybot1_TSMOM_V150619625,"05-17-2024, 19:02:23","05-17-2024, 19:02:23","05-17-2024, 19:02:23",2024-05-17 19:02:23.175927+00:00,,,,,,,b02df0cc-0a0a-4ecb-8e92-201b1044ea21,MRNA,us_equity,,0.327899396,0.327899396,131.922,simple,market,market,buy,day,,,filled,False,[],,,
8f2496e3-6b3f-4cd7-9320-cb05a01ad6d9,92f2029c-93a7-4e57-ab9f-c3a7ad36d9c8,"05-17-2024, 19:02:22","05-17-2024, 19:02:22","05-17-2024, 19:02:22",2024-05-17 19:02:22.386810+00:00,,,,,,,2140998d-7f62-46f2-a9b2-e44350bd4807,MA,us_equity,,1,1,460.95,simple,market,market,buy,day,,,filled,False,[],,,
a3011ee4-deec-49e9-80a4-e0eb18bcd195,skybot1_TSMOM_V185798202,"05-17-2024, 19:02:20","05-17-2024, 19:02:20","05-17-2024, 19:02:20",2024-05-17 19:02:20.094813+00:00,,,,,,,fde51067-f3b9-49cb-8e6d-b0219e212f46,CAR,us_equity,,0.366520006,0.366520006,118.534,simple,market,market,buy,day,,,filled,False,[],,,
e196d92a-214c-46be-ac95-f5e954da7fad,skybot1_TSMOM_V119167361,"05-17-2024, 19:02:18","05-17-2024, 19:02:19","05-17-2024, 19:02:18",2024-05-17 19:02:19.278925+00:00,,,,,,,2b7d41ee-36a4-4c7e-b783-896568c61ed0,FTNT,us_equity,,1,1,61.33,simple,market,market,sell,day,,,filled,False,[],,,
5f2d0bfd-5093-4d63-9a3c-09746bbf1b8b,skybot1_TSMOM_V173748488,"05-17-2024, 19:02:17","05-17-2024, 19:02:17","05-17-2024, 19:02:17",2024-05-17 19:02:17.630149+00:00,,,,,,,201b268b-cde8-4010-9fe3-41d2ac7f1e9c,AMGN,us_equity,,0.135925948,0.135925948,312.31,simple,market,market,buy,day,,,filled,False,[],,,
d5c4b2bc-cceb-49cd-92c5-cf0ef04fe647,skybot1_TSMOM_V185205458,"05-17-2024, 19:02:17","05-17-2024, 19:02:17","05-17-2024, 19:02:17",2024-05-17 19:02:17.292452+00:00,,,,,,,4ce9353c-66d1-46c2-898f-fce867ab0247,NVDA,us_equity,,0.046861457,0.046861457,926.278,simple,market,market,buy,day,,,filled,False,[],,,
f658d086-c9d1-468c-9baa-669a23b6a662,skybot1_TSMOM_V14063059,"05-17-2024, 19:02:16","05-17-2024, 19:02:16","05-17-2024, 19:02:16",2024-05-17 19:02:16.078942+00:00,,,,,,,f801f835-bfe6-4a9d-a6b1-ccbb84bfd75f,AMZN,us_equity,,0.236549393,0.236549393,184.538,simple,market,market,buy,day,,,filled,False,[],,,
cf9d28e3-228f-425b-acfb-706f82aa29fb,f1f7ba99-f3b1-4d66-891b-e14eaf397992,"05-17-2024, 19:02:14","05-17-2024, 19:02:14","05-17-2024, 19:02:14",2024-05-17 19:02:14.931824+00:00,,,,,,,8e15f85d-62ba-4836-87d7-594a22267d47,CVNA,us_equity,,0.884119329,0.884119329,116.882,simple,market,market,sell,day,,,filled,False,[],,,
e001ef08-ce84-4c32-b4c3-fddd16af4ce0,skybot1_TSMOM_V173455015,"05-17-2024, 19:02:13","05-17-2024, 19:02:14","05-17-2024, 19:02:13",2024-05-17 19:02:14.694349+00:00,,,,,,,76875bee-ba49-437b-9d94-e4bf1277249f,GEHC,us_equity,,1,1,81.35,simple,market,market,sell,day,,,filled,False,[],,,
447e2108-9847-4bbf-8ec1-4f152f95c156,skybot1_TSMOM_V147410855,"05-17-2024, 19:02:09","05-17-2024, 19:02:09","05-17-2024, 19:02:09",2024-05-17 19:02:09.376055+00:00,,,,,,,96da6121-b5ab-4f8b-bb53-60ae53cb5ed3,NEM,us_equity,,0.984840118,0.984840118,43.758,simple,market,market,buy,day,,,filled,False,[],,,
1b3a37d7-3113-4e68-a414-6f7575b4fb78,5339f7bb-f8de-4c7d-9585-7c3d67bdb002,"05-17-2024, 19:02:08","05-17-2024, 19:02:11","05-17-2024, 19:02:08",2024-05-17 19:02:11.355366+00:00,,,,,,,e72a7428-108a-494b-9635-ee8871ad349b,DOCU,us_equity,,3.669646919,3.669646919,60.25,simple,market,market,sell,day,,,filled,False,[],,,
ac3c7ff5-9483-4765-9060-6e45ee61f598,skybot1_TSMOM_V141367908,"05-17-2024, 18:28:20","05-17-2024, 18:28:20","05-17-2024, 18:28:20",2024-05-17 18:28:20.967816+00:00,,,,,,,9067979a-40eb-49ef-b8e9-c43fa950e9c7,SOXL,us_equity,,0.987826364,0.987826364,44.598,simple,market,market,buy,day,,,filled,False,[],,,
7f51a1f2-6090-47ac-b327-0fe54b9d3f83,b7d450e2-2975-4551-bc6f-6e845ce7b4ec,"05-17-2024, 18:26:11","05-17-2024, 18:26:11","05-17-2024, 18:26:11",2024-05-17 18:26:11.334249+00:00,,,,,,,babebbe0-60d3-46e1-a2ea-e73bd86c4c14,SQ240524C00076000,us_option,,2,2,0.39,simple,limit,limit,buy,day,0.41,,filled,False,[],,,
6c6e29ba-55dd-49b8-8634-712bb5ccb457,1d13e365-1e08-4d83-bdef-8457de77145f,"05-17-2024, 18:09:47","05-17-2024, 18:09:47","05-17-2024, 18:09:47",2024-05-17 18:09:47.079000+00:00,,,,,,,7a80a281-4cf1-4130-9449-05a89e1372c7,MS240524C00101000,us_option,,1,1,0.56,simple,limit,limit,buy,day,0.58,,filled,False,[],,,
f546a4c6-829b-4d6b-83ce-219164090a19,a6692cb3-a2cf-415f-822e-266a7f36e6ba,"05-17-2024, 18:05:58","05-17-2024, 19:15:35","05-17-2024, 18:05:58",2024-05-17 19:15:35.682083+00:00,,,,,,,9762388a-8eb6-4ab7-aaf9-843b47c07cf8,BTU240524P00023500,us_option,,1,1,1.04,simple,limit,limit,buy,day,1.04,,filled,False,[],,,
8849310f-ea2d-42ec-ab51-b47a53177b0b,b7232b1b-4596-45e6-b725-0438560450cf,"05-17-2024, 18:05:57","05-17-2024, 18:29:45","05-17-2024, 18:05:57",2024-05-17 18:29:45.808316+00:00,,,,,,,6b3ada5d-aeec-4eac-81c5-b5dfdc7f28eb,BTU240531C00023000,us_option,,4,4,0.22,simple,limit,limit,buy,day,0.22,,filled,False,[],,,
c1b9bc71-1e9e-4353-a93c-b83f53b15ef7,4e2a9efb-72cf-45d7-a6af-ff8cb898be4b,"05-17-2024, 17:38:15","05-17-2024, 17:38:16","05-17-2024, 17:38:15",2024-05-17 17:38:16.713787+00:00,,,,,,,d54fa935-5287-40fb-9347-18b39ac6dfb7,IEMG,us_equity,,6.851279697,6.851279697,54.97,simple,market,market,sell,day,,,filled,False,[],,,
f12c95ee-192d-4c7d-ac1a-8f2a4704f3c7,46280ba9-398b-4aea-aace-b1830f7e252a,"05-17-2024, 16:38:59","05-17-2024, 17:17:52","05-17-2024, 16:38:59",2024-05-17 17:17:52.220328+00:00,,,,,,,5f215c0e-b3c6-4567-be51-72fe8415dbee,CVS240524C00058000,us_option,,2,2,0.4,simple,limit,limit,buy,day,0.4,,filled,False,[],,,
87f5a0c5-adb7-4e57-a328-c0576351b938,81f56ce9-5111-41ef-ba78-4e54781c3790,"05-17-2024, 16:37:09","05-17-2024, 16:37:09","05-17-2024, 16:37:09",2024-05-17 16:37:09.361701+00:00,,,,,,,7f4857ed-de4e-4f9d-91d8-a83e8d10c531,TXN240524C00200000,us_option,,1,1,0.5,simple,limit,limit,buy,day,0.52,,filled,False,[],,,
aefc9537-ffd8-486b-9c24-0f1e8f048fc2,b3173912-98bc-4981-b564-6550f5691533,"05-17-2024, 16:18:02","05-17-2024, 16:18:02","05-17-2024, 16:18:02",2024-05-17 16:18:02.141575+00:00,,,,,,,4a3a517d-471f-4c0a-aa63-c844189a4014,MRO240531C00027000,us_option,,4,4,0.19,simple,limit,limit,buy,day,0.19,,filled,False,[],,,
e54764d6-4072-49eb-9fd1-5344e05e1e17,192a0a22-3081-49e7-99b2-e6cfecce5e18,"05-17-2024, 16:18:01","05-17-2024, 18:05:09","05-17-2024, 16:18:01",2024-05-17 18:05:09.044456+00:00,,,,,,,842fa916-de6f-4bde-b206-2e9cd5ad4b8a,MRO240524P00027500,us_option,,1,1,1.32,simple,limit,limit,buy,day,1.32,,filled,False,[],,,
fb39fd48-67af-40cb-924f-87daf1d68563,da44407e-6bae-4c56-a1f0-ce1689364944,"05-17-2024, 15:59:39","05-17-2024, 17:39:31","05-17-2024, 15:59:39",2024-05-17 17:39:31.507026+00:00,,,,,,,9674a2f0-c7f3-459d-9b31-1c6a99f01541,VZ240524C00040500,us_option,,4,4,0.22,simple,limit,limit,buy,day,0.22,,filled,False,[],,,
33afc9d4-1683-4a55-94d0-f9821b439e25,bbb3bfdd-8ab3-4357-bf9f-b60085a3f8bd,"05-17-2024, 15:59:32","05-17-2024, 15:59:33","05-17-2024, 15:59:32",2024-05-17 15:59:33.360334+00:00,,,,,,,f976cf34-2854-4b40-91d7-d846ad3a3633,AMBA,us_equity,,4.57042056,4.57042056,49.12,simple,market,market,sell,day,,,filled,False,[],,,
18b18bd1-9ce0-48bb-bcd6-3e9cbb46f632,skybot1_TSMOM_V12675694,"05-17-2024, 15:59:28","05-17-2024, 15:59:29","05-17-2024, 15:59:28",2024-05-17 15:59:29.467203+00:00,,,,,,,97b1348b-b110-4b57-9119-e1c464d93ca3,GOOS,us_equity,,3.491284573,3.491284573,13.33,simple,market,market,buy,day,,,filled,False,[],,,
991b9757-d2a3-4b9c-aab1-f99b2b16f6f7,ebc9f742-c47b-40f0-b639-bfbc95de01cf,"05-17-2024, 15:59:26","05-17-2024, 15:59:30","05-17-2024, 15:59:26",2024-05-17 15:59:30.577684+00:00,,,,,,,d58d9d02-8c6e-471a-bb96-9dcf0e1ca49c,BB,us_equity,,142,142,2.95,simple,market,market,buy,day,,,filled,False,[],,,
9cae7d28-f9a0-4d9d-831e-5902bc03586f,skybot1_TSMOM_V19596281,"05-17-2024, 15:59:24","05-17-2024, 15:59:25","05-17-2024, 15:59:24",2024-05-17 15:59:25.117744+00:00,,,,,,,a2b0a751-7f99-4de9-b58b-803ff9536d04,TEAM,us_equity,,1,1,181.33,simple,market,market,sell,day,,,filled,False,[],,,
4ea73eb2-6548-45ff-806c-d6e90e68d678,ca70272e-869a-4237-a4bc-b05ac24fc643,"05-17-2024, 15:59:20","05-17-2024, 15:59:20","05-17-2024, 15:59:20",2024-05-17 15:59:20.586648+00:00,,,,,,,201b268b-cde8-4010-9fe3-41d2ac7f1e9c,AMGN,us_equity,,0.274696636,0.274696636,310.818,simple,market,market,sell,day,,,filled,False,[],,,
156275c1-cd70-452e-8824-59a04243a107,c0e5d967-9940-4921-9141-2f6a5fa4d062,"05-17-2024, 15:59:20","05-17-2024, 15:59:24","05-17-2024, 15:59:20",2024-05-17 15:59:24.756766+00:00,,,,,,,e207f234-b359-4795-a245-a68a4e325eb3,GOLD,us_equity,,13,13,17.73,simple,market,market,buy,day,,,filled,False,[],,,
5489b8ba-0b7f-4d3b-a7b4-4582061e13e6,skybot1_TSMOM_V155149028,"05-17-2024, 15:59:19","05-17-2024, 15:59:21","05-17-2024, 15:59:19",2024-05-17 15:59:21.371655+00:00,,,,,,,36913529-0b3c-4349-8360-e266720c49a2,AG,us_equity,,5.807362456,5.807362456,7.74,simple,market,market,buy,day,,,filled,False,[],,,
de813300-57a4-42b5-af2a-a74f596d0658,967720f4-e1bb-4fd7-96af-e05abce79f96,"05-17-2024, 15:59:17","05-17-2024, 15:59:18","05-17-2024, 15:59:17",2024-05-17 15:59:18.974755+00:00,,,,,,,5ca2cc07-2657-4769-9491-1c89b5f58a76,KMB,us_equity,,4.517907115,4.517907115,133.99,simple,market,market,sell,day,,,filled,False,[],,,
446d830c-c2fb-49e6-95b8-ac41d41ff769,0abe1911-7372-4e3b-90b3-a3adad3f1d4a,"05-17-2024, 15:59:14","05-17-2024, 15:59:15","05-17-2024, 15:59:14",2024-05-17 15:59:15.885160+00:00,,,,,,,3b86c9e5-335d-450d-bb2b-ee4a1a658aa3,XLF,us_equity,,2.510809693,2.510809693,42.32,simple,market,market,sell,day,,,filled,False,[],,,
b7a242e4-fb50-4cd8-8c20-0a5cc5b7e03a,skybot1_TSMOM_V171049404,"05-17-2024, 15:59:13","05-17-2024, 15:59:14","05-17-2024, 15:59:13",2024-05-17 15:59:14.051227+00:00,,,,,,,3b0aab2a-1784-4bd6-8e90-f9e2a9e6c97b,TRIP,us_equity,,1,1,18.29,simple,market,market,sell,day,,,filled,False,[],,,
e02f77ad-5c33-41e7-a23c-35f8ea318e1b,skybot1_TSMOM_V133806755,"05-17-2024, 15:59:12","05-17-2024, 15:59:13","05-17-2024, 15:59:12",2024-05-17 15:59:13.656120+00:00,,,,,,,4f4530c8-5ba0-4b16-86ec-b0ce753c5ac8,CVS,us_equity,,1,1,57.21,simple,market,market,sell,day,,,filled,False,[],,,
8f2411df-3a20-4329-8fb4-8952dffc9268,ba45d4de-899b-41aa-aaa8-896c8afec596,"05-17-2024, 15:01:53","05-17-2024, 15:01:53","05-17-2024, 15:01:53",2024-05-17 15:01:53.743758+00:00,,,,,,,cde04bdb-f444-4f8d-bdad-5826646924ab,CELH240524C00099000,us_option,,1,1,0.7,simple,limit,limit,buy,day,0.72,,filled,False,[],,,
7bfcda5b-9d65-4a3f-a7a1-0499e7c17405,skybot1_TSMOM_V193894245,"05-17-2024, 14:58:50","05-17-2024, 14:58:50","05-17-2024, 14:58:50",2024-05-17 14:58:50.939835+00:00,,,,,,,df913064-06d2-40c3-99ad-b91d96465c8b,AAXJ,us_equity,,0.609720667,0.609720667,73.568,simple,market,market,buy,day,,,filled,False,[],,,
f608e622-c09c-4164-81c4-cffbcc82e1e5,skybot1_TSMOM_V130268666,"05-17-2024, 14:58:50","05-17-2024, 14:58:50","05-17-2024, 14:58:50",2024-05-17 14:58:50.349358+00:00,,,,,,,eeb9951c-af29-4624-8417-d60d721d2d08,URA,us_equity,,1.346732833,1.346732833,32.83,simple,market,market,buy,day,,,filled,False,[],,,
6c3b0bdf-a1ce-4b52-893b-8e497114ec48,622292f0-14c2-4ebb-8e79-737adf8c5547,"05-17-2024, 14:58:49","05-17-2024, 14:58:51","05-17-2024, 14:58:49",2024-05-17 14:58:51.106992+00:00,,,,,,,885bb671-d674-45fe-9876-27dc3f482781,NOBL,us_equity,,4,4,100.08,simple,market,market,buy,day,,,filled,False,[],,,
5d338f23-82ae-4d69-9081-7d321ab80806,skybot1_TSMOM_V141910796,"05-17-2024, 14:58:49","05-17-2024, 14:58:49","05-17-2024, 14:58:49",2024-05-17 14:58:49.267642+00:00,,,,,,,4a6d9ae0-938b-4eac-b30f-d497c4362a7c,GDXJ,us_equity,,0.962142583,0.962142583,46.048,simple,market,market,buy,day,,,filled,False,[],,,
56f2ac5d-702a-4ff3-9f3d-fb2023ac6c4f,690188d2-b314-40cf-994a-b1e2194a8ec5,"05-17-2024, 14:58:47","05-17-2024, 14:58:47","05-17-2024, 14:58:47",2024-05-17 14:58:47.443962+00:00,,,,,,,579ee58f-c978-4644-8ec0-51aef1c287b5,BOTZ,us_equity,,13,13,31.67,simple,market,market,buy,day,,,filled,False,[],,,
fd8f7617-a27d-470f-b26b-8d27d1ba9433,skybot1_TSMOM_V18192087,"05-17-2024, 14:58:44","05-17-2024, 14:58:44","05-17-2024, 14:58:44",2024-05-17 14:58:44.857541+00:00,,,,,,,37519b26-fc63-4382-9a8b-af1df9aaf0e3,EDV,us_equity,,0.59527815,0.59527815,73.042,simple,market,market,buy,day,,,filled,False,[],,,
7fd71006-2eb0-4521-ba58-a95eb2986e8a,skybot1_TSMOM_V113255888,"05-17-2024, 14:58:42","05-17-2024, 14:58:42","05-17-2024, 14:58:42",2024-05-17 14:58:42.703916+00:00,,,,,,,fd91efcd-0db1-4786-a4e0-63e23db005bb,VXUS,us_equity,,0.698863184,0.698863184,62.228,simple,market,market,buy,day,,,filled,False,[],,,
e1c3e2eb-cab9-422d-920c-ae0caa078bd1,skybot1_TSMOM_V187456530,"05-17-2024, 14:58:41","05-17-2024, 14:58:42","05-17-2024, 14:58:41",2024-05-17 14:58:42.650436+00:00,,,,,,,db0829f4-217f-4d21-a4d5-a9426e882e50,VDE,us_equity,,1,1,131.65,simple,market,market,sell,day,,,filled,False,[],,,
335a45fa-9f68-47c4-b213-d65ee69eea53,skybot1_TSMOM_V115536182,"05-17-2024, 14:58:41","05-17-2024, 14:58:41","05-17-2024, 14:58:41",2024-05-17 14:58:41.576126+00:00,,,,,,,d73d0ea9-eaba-4839-838d-a9a0e45c3d93,QTUM,us_equity,,1,1,61.83,simple,market,market,sell,day,,,filled,False,[],,,
d0811ad9-f73a-46e0-9197-c9bf95e95192,13bc0ae3-706b-46c8-9719-7ba77dc0d69e,"05-17-2024, 14:58:07","05-17-2024, 14:58:22","05-17-2024, 14:58:07",2024-05-17 14:58:22.656859+00:00,,,,,,,acbade12-65e4-4c16-9b25-9165e5ba4519,ASO240524C00056000,us_option,,2,2,0.3,simple,limit,limit,buy,day,0.33,,filled,False,[],,,
86cea774-225d-4221-a3a0-35a1f1a4ddab,5f383880-a890-424e-9ae3-e16fab9814aa,"05-17-2024, 14:37:32","05-17-2024, 14:37:33","05-17-2024, 14:37:32",2024-05-17 14:37:33.609886+00:00,,,,,,,b14caeab-f212-40ee-975a-38b9317e46b1,UPS,us_equity,,3.239388631,3.239388631,148.29,simple,market,market,sell,day,,,filled,False,[],,,
8a431f11-ba1c-465a-98f8-e1de92cd69be,skybot1_TSMOM_V128034973,"05-17-2024, 14:37:31","05-17-2024, 14:37:31","05-17-2024, 14:37:31",2024-05-17 14:37:31.875231+00:00,,,,,,,cfdad1bb-d96c-470c-95f6-04f68206f6da,SNDR,us_equity,,2.289777916,2.289777916,22.28,simple,market,market,buy,day,,,filled,False,[],,,
7cff2914-dbf6-4b3a-8bf7-eab3fae44f16,3eb99ecb-9972-4544-be3f-785823715ac6,"05-17-2024, 14:37:31","05-17-2024, 14:37:32","05-17-2024, 14:37:31",2024-05-17 14:37:32.679301+00:00,,,,,,,c12d8862-2ca2-48ca-9fdc-368bace91bd3,KEYS,us_equity,,6,6,157.03,simple,market,market,buy,day,,,filled,False,[],,,
68a4991a-ec79-44a1-b336-3d9876e8848a,skybot1_TSMOM_V199343365,"05-17-2024, 14:37:31","05-17-2024, 14:37:31","05-17-2024, 14:37:31",2024-05-17 14:37:31.229904+00:00,,,,,,,b0b6dd9d-8b9b-48a9-ba46-b9d54906e415,AAPL,us_equity,,0.269304216,0.269304216,190.168,simple,market,market,buy,day,,,filled,False,[],,,
34596e3b-b6d0-4282-afb2-14d7a3980d14,7917b551-9d73-4b74-a76e-0c12c90238f5,"05-17-2024, 14:17:30","05-17-2024, 14:38:05","05-17-2024, 14:17:30",2024-05-17 14:38:05.801933+00:00,,,,,,,b5957c17-b30c-4ede-8519-6804ffb1d4f7,ABNB240524C00152500,us_option,,1,1,0.61,simple,limit,limit,buy,day,0.61,,filled,False,[],,,
2d9e02d4-35cb-414c-863e-ea3bc4a65fd5,08bce464-c9c0-4c6b-8be4-84bc49f075bf,"05-17-2024, 14:16:47","05-17-2024, 17:27:39","05-17-2024, 14:16:47",2024-05-17 17:27:39.726060+00:00,,,,,,,b3f4d62c-aa5d-4822-b362-5e7df2cb92b2,MRK240524C00133000,us_option,,2,2,0.28,simple,limit,limit,buy,day,0.29,,filled,False,[],,,
d9f9397a-e37a-4ba9-8cb6-55700c856550,skybot1_TSMOM_V162167373,"05-17-2024, 14:15:23","05-17-2024, 14:15:23","05-17-2024, 14:15:23",2024-05-17 14:15:23.276265+00:00,,,,,,,201b268b-cde8-4010-9fe3-41d2ac7f1e9c,AMGN,us_equity,,0.132407538,0.132407538,311.452,simple,market,market,buy,day,,,filled,False,[],,,
1e0ad398-7cca-4840-bd28-7f287c0cf90f,skybot1_TSMOM_V164755020,"05-17-2024, 14:15:21","05-17-2024, 14:15:22","05-17-2024, 14:15:21",2024-05-17 14:15:22.566983+00:00,,,,,,,4d8f7f83-d998-4839-9134-38473cd13123,RTX,us_equity,,1,1,104.23,simple,market,market,sell,day,,,filled,False,[],,,
47280404-1b04-47eb-a188-0adf60b7da10,15ef8ecd-20f4-4c76-a293-124f0c289132,"05-17-2024, 14:15:20","05-17-2024, 14:15:21","05-17-2024, 14:15:20",2024-05-17 14:15:21.825707+00:00,,,,,,,31cffb44-7b1b-40e0-8c79-b17bb2508d09,KSS,us_equity,,7.009485742,7.009485742,25.19,simple,market,market,sell,day,,,filled,False,[],,,
8d5d0a72-8320-4cce-a1c3-f3bc9793e431,skybot1_TSMOM_V150813671,"05-17-2024, 14:15:17","05-17-2024, 14:15:19","05-17-2024, 14:15:17",2024-05-17 14:15:19.435775+00:00,,,,,,,0b3b63d1-09bb-410c-b2ff-e413d3c4f4e6,UAA,us_equity,,6.394068766,6.394068766,6.57,simple,market,market,buy,day,,,filled,False,[],,,
2cd9d7c9-30a9-4cfc-8586-d9a46b5e9d64,9987b3ec-61fb-41db-910f-a5bda6f4ca3d,"05-17-2024, 14:14:31","05-17-2024, 14:14:31","05-17-2024, 14:14:31",2024-05-17 14:14:31.799280+00:00,,,,,,,3108a185-1f1c-4edf-955c-06c14d4efe8e,CVS240524C00059000,us_option,,3,3,0.25,simple,limit,limit,buy,day,0.26,,filled,False,[],,,
c193f883-0609-4ce6-935c-e24a2e3722d8,d56a2f94-ae24-4eeb-a724-9b6cb919fc00,"05-17-2024, 14:00:23","05-17-2024, 14:00:23","05-17-2024, 14:00:23",2024-05-17 14:00:23.637701+00:00,,,,,,,ad22d1ca-8bfc-45cc-ae7f-5f091bbc8c7c,BMY,us_equity,,1,1,43.9,simple,market,market,buy,day,,,filled,False,[],,,
e7059399-f9d2-4dd3-932b-63a21cf00ebf,skybot1_TSMOM_V182289116,"05-17-2024, 14:00:22","05-17-2024, 14:00:22","05-17-2024, 14:00:22",2024-05-17 14:00:22.266322+00:00,,,,,,,aaddd843-ad20-43b0-b6d2-6a156c081ee8,EXPO,us_equity,,0.745771169,0.745771169,95.438,simple,market,market,buy,day,,,filled,False,[],,,
